source_id,type_of_water_source,number_of_people_served,priority_rank
AmPw12426224,shared_tap,1508,3765
AmAs10037224,shared_tap,1508,3765
SoRu36061224,shared_tap,1506,3770
KiZu31387224,shared_tap,1504,3771
SoIl32343224,shared_tap,1504,3771
AkRu07662224,shared_tap,1504,3771
AmRu15522224,shared_tap,1502,3774
SoRu39226224,shared_tap,1502,3774
SoRu36172224,shared_tap,1500,3776
SoRu35668224,shared_tap,1500,3776
AkRu06140224,shared_tap,1500,3776
AmRu12953224,shared_tap,1500,3776
AmAs10664224,shared_tap,1500,3776
HaRu20776224,shared_tap,1500,3776
KiRu30195224,shared_tap,1500,3776
KiZu31353224,shared_tap,1500,3776
AkRu03753224,shared_tap,1498,3784
AkRu05708224,shared_tap,1498,3784
AmDa12083224,shared_tap,1498,3784
AkRu07975224,shared_tap,1498,3784
AmAb08964224,shared_tap,1496,3788
AmAs10882224,shared_tap,1496,3788
SoRu39170224,shared_tap,1496,3788
AmPw12573224,shared_tap,1494,3791
AmRu13217224,shared_tap,1492,3792
AkRu02970224,shared_tap,1492,3792
AmPw12478224,shared_tap,1492,3792
SoRu37481224,shared_tap,1492,3792
KiRu30464224,shared_tap,1492,3792
KiZu30870224,shared_tap,1490,3797
AkRu04355224,shared_tap,1490,3797
AmRu14868224,shared_tap,1490,3797
AkRu04643224,shared_tap,1488,3800
HaRu16972224,shared_tap,1488,3800
AkRu07479224,shared_tap,1488,3800
HaRu18413224,shared_tap,1486,3803
AkRu07957224,shared_tap,1486,3803
HaRu19393224,shared_tap,1486,3803
HaRu18697224,shared_tap,1484,3806
AkRu05833224,shared_tap,1484,3806
AkRu04092224,shared_tap,1482,3808
AkRu08220224,shared_tap,1482,3808
AkRu07786224,shared_tap,1480,3810
KiRu25432224,shared_tap,1480,3810
KiRu30494224,shared_tap,1480,3810
KiRu27805224,shared_tap,1478,3813
HaRu19769224,shared_tap,1476,3814
KiRu26943224,shared_tap,1476,3814
HaRu20589224,shared_tap,1476,3814
KiRu30067224,shared_tap,1476,3814
HaRu17833224,shared_tap,1476,3814
SoRu38493224,shared_tap,1476,3814
SoRu35743224,shared_tap,1476,3814
SoIl32954224,shared_tap,1474,3821
KiZu31178224,shared_tap,1474,3821
KiZu30879224,shared_tap,1474,3821
KiRu26658224,shared_tap,1474,3821
AmAs10858224,shared_tap,1474,3821
AkRu08470224,shared_tap,1474,3821
SoRu38904224,shared_tap,1472,3827
HaRu19655224,shared_tap,1472,3827
AkRu04004224,shared_tap,1468,3829
AkRu08847224,shared_tap,1468,3829
KiRu29282224,shared_tap,1466,3831
KiRu27981224,shared_tap,1466,3831
SoRu38521224,shared_tap,1466,3831
AkLu02106224,shared_tap,1464,3834
KiRu29473224,shared_tap,1464,3834
HaRu18777224,shared_tap,1464,3834
HaRu19041224,shared_tap,1462,3837
AkRu03830224,shared_tap,1462,3837
AkRu08538224,shared_tap,1462,3837
AmRu15693224,shared_tap,1460,3840
AkRu04988224,shared_tap,1460,3840
AkRu06383224,shared_tap,1460,3840
SoRu36840224,shared_tap,1460,3840
SoMa34415224,shared_tap,1460,3840
AmPw12293224,shared_tap,1458,3845
AkRu03560224,shared_tap,1458,3845
AmRu15825224,shared_tap,1458,3845
SoRu36298224,shared_tap,1458,3845
SoRu36214224,shared_tap,1458,3845
AkRu08808224,shared_tap,1456,3850
AkRu03580224,shared_tap,1456,3850
AmPw12670224,shared_tap,1456,3850
KiHa23464224,shared_tap,1454,3853
KiZu30876224,shared_tap,1452,3854
AkLu02592224,shared_tap,1452,3854
AmAb08998224,shared_tap,1452,3854
AkRu06872224,shared_tap,1452,3854
SoRu35724224,shared_tap,1452,3854
AkRu08397224,shared_tap,1450,3859
AkRu02974224,shared_tap,1450,3859
AmAs10551224,shared_tap,1448,3861
AkRu08609224,shared_tap,1448,3861
HaRu18937224,shared_tap,1448,3861
KiRu29207224,shared_tap,1448,3861
KiZu31309224,shared_tap,1446,3865
SoIl32485224,shared_tap,1446,3865
AkRu04235224,shared_tap,1446,3865
AkRu06862224,shared_tap,1446,3865
AkRu03512224,shared_tap,1446,3865
SoRu39248224,shared_tap,1446,3865
SoRu38297224,shared_tap,1446,3865
SoRu36514224,shared_tap,1446,3865
SoRu39439224,shared_tap,1444,3873
AmBe10977224,shared_tap,1444,3873
AmAs10356224,shared_tap,1444,3873
AkRu07569224,shared_tap,1442,3876
AkRu08557224,shared_tap,1442,3876
AmAm09409224,shared_tap,1442,3876
AmDa11892224,shared_tap,1442,3876
KiZu30934224,shared_tap,1442,3876
SoRu38121224,shared_tap,1442,3876
AkLu01773224,shared_tap,1440,3882
AkRu08183224,shared_tap,1438,3883
AkRu02873224,shared_tap,1438,3883
AkRu08787224,shared_tap,1438,3883
SoRu34948224,shared_tap,1438,3883
KiRu25610224,shared_tap,1438,3883
KiRu26347224,shared_tap,1436,3888
KiRu28426224,shared_tap,1436,3888
AmRu14654224,shared_tap,1436,3888
AmDa12160224,shared_tap,1436,3888
AkRu07062224,shared_tap,1436,3888
AkRu03574224,shared_tap,1436,3888
SoRu38188224,shared_tap,1436,3888
KiRu28340224,shared_tap,1434,3895
HaRu18472224,shared_tap,1434,3895
AmPw12488224,shared_tap,1432,3897
SoRu39118224,shared_tap,1432,3897
SoRu39489224,shared_tap,1432,3897
KiRu26497224,shared_tap,1432,3897
KiZu31139224,shared_tap,1432,3897
HaZa21834224,shared_tap,1432,3897
KiRu26433224,shared_tap,1430,3903
AmBe11147224,shared_tap,1430,3903
AkRu03846224,shared_tap,1430,3903
AkRu04962224,shared_tap,1428,3906
AkRu07683224,shared_tap,1428,3906
AmRu13097224,shared_tap,1428,3906
SoRu38323224,shared_tap,1428,3906
SoRu38542224,shared_tap,1426,3910
KiRu25738224,shared_tap,1426,3910
HaRu20023224,shared_tap,1424,3912
KiRu27698224,shared_tap,1424,3912
KiIs23943224,shared_tap,1424,3912
SoRu36531224,shared_tap,1422,3915
AkRu04972224,shared_tap,1420,3916
AmAs10469224,shared_tap,1420,3916
AmRu14736224,shared_tap,1418,3918
AmRu15163224,shared_tap,1418,3918
AmBe11237224,shared_tap,1418,3918
AmRu14322224,shared_tap,1416,3921
AkRu07880224,shared_tap,1416,3921
HaRu20222224,shared_tap,1416,3921
KiRu27262224,shared_tap,1416,3921
KiZu31009224,shared_tap,1416,3921
AmAs10754224,shared_tap,1414,3926
AmAs10895224,shared_tap,1414,3926
SoRu35262224,shared_tap,1414,3926
KiRu25915224,shared_tap,1412,3929
KiRu29360224,shared_tap,1410,3930
HaRu18153224,shared_tap,1408,3931
AmAs10762224,shared_tap,1408,3931
AkRu08596224,shared_tap,1406,3933
AkRu08085224,shared_tap,1406,3933
SoRu36843224,shared_tap,1406,3933
KiRu29721224,shared_tap,1406,3933
AmAs10063224,shared_tap,1404,3937
AkRu05559224,shared_tap,1402,3938
AkRu08077224,shared_tap,1402,3938
HaRu19986224,shared_tap,1402,3938
AkRu03269224,shared_tap,1400,3941
AkRu08134224,shared_tap,1400,3941
AmRu13993224,shared_tap,1398,3943
AmDa12131224,shared_tap,1398,3943
AkRu07942224,shared_tap,1396,3945
HaRu17643224,shared_tap,1396,3945
AkRu06885224,shared_tap,1396,3945
AkRu06151224,shared_tap,1394,3948
AmPw12690224,shared_tap,1394,3948
KiRu29448224,shared_tap,1394,3948
AkRu08636224,shared_tap,1390,3951
AkRu08435224,shared_tap,1388,3952
AkRu07812224,shared_tap,1388,3952
KiRu29201224,shared_tap,1388,3952
SoRu36357224,shared_tap,1388,3952
SoRu37074224,shared_tap,1386,3956
AmAs10276224,shared_tap,1386,3956
KiRu26963224,shared_tap,1386,3956
KiRu28929224,shared_tap,1386,3956
KiRu29214224,shared_tap,1386,3956
KiRu25650224,shared_tap,1384,3961
KiRu29686224,shared_tap,1384,3961
KiZu31414224,shared_tap,1384,3961
AmPw12361224,shared_tap,1384,3961
AmRu14745224,shared_tap,1384,3961
AmRu13427224,shared_tap,1380,3966
HaRu17139224,shared_tap,1380,3966
SoRu38767224,shared_tap,1380,3966
SoBa31821224,shared_tap,1380,3966
KiMr25211224,shared_tap,1380,3966
KiRu27371224,shared_tap,1380,3966
KiZu30759224,shared_tap,1378,3972
AmDa12208224,shared_tap,1378,3972
SoRu38586224,shared_tap,1378,3972
KiZu31223224,shared_tap,1376,3975
HaRu17152224,shared_tap,1376,3975
AmBe11325224,shared_tap,1376,3975
AkRu03909224,shared_tap,1374,3978
KiRu29203224,shared_tap,1374,3978
KiRu26304224,shared_tap,1372,3980
AmAb09122224,shared_tap,1372,3980
AkRu03086224,shared_tap,1372,3980
AmDa11365224,shared_tap,1372,3980
AmRu13486224,shared_tap,1370,3984
KiRu26315224,shared_tap,1370,3984
KiZu30936224,shared_tap,1368,3986
SoRu34862224,shared_tap,1368,3986
SoRu35475224,shared_tap,1368,3986
SoRu37971224,shared_tap,1368,3986
SoRu35143224,shared_tap,1366,3990
KiZu31326224,shared_tap,1366,3990
HaRu19153224,shared_tap,1366,3990
KiRu30628224,shared_tap,1364,3993
KiZu30997224,shared_tap,1364,3993
AkRu08360224,shared_tap,1364,3993
AmAb09046224,shared_tap,1364,3993
AkRu06508224,shared_tap,1364,3993
AkRu04395224,shared_tap,1362,3998
AmAs10914224,shared_tap,1362,3998
AkRu04339224,shared_tap,1362,3998
AmAb09329224,shared_tap,1362,3998
SoRu36943224,shared_tap,1362,3998
SoRu38697224,shared_tap,1360,4003
HaRu17944224,shared_tap,1358,4004
KiRu28539224,shared_tap,1358,4004
AkRu06815224,shared_tap,1356,4006
KiRu28880224,shared_tap,1354,4007
KiRu29931224,shared_tap,1352,4008
KiZu30690224,shared_tap,1350,4009
AkRu08619224,shared_tap,1350,4009
AmBe11308224,shared_tap,1350,4009
AkRu03695224,shared_tap,1350,4009
AkRu07555224,shared_tap,1348,4013
HaRu18186224,shared_tap,1348,4013
SoRu34784224,shared_tap,1348,4013
KiRu27271224,shared_tap,1348,4013
KiRu28179224,shared_tap,1344,4017
KiRu30155224,shared_tap,1344,4017
AkRu07322224,shared_tap,1344,4017
SoRu35257224,shared_tap,1342,4020
SoRu35891224,shared_tap,1340,4021
SoRu39227224,shared_tap,1340,4021
KiZu31304224,shared_tap,1340,4021
KiRu29394224,shared_tap,1340,4021
KiRu26749224,shared_tap,1340,4021
HaRu19606224,shared_tap,1340,4021
KiRu28024224,shared_tap,1340,4021
KiZu31249224,shared_tap,1338,4028
AmRu13913224,shared_tap,1338,4028
AmRu14672224,shared_tap,1336,4030
AmRu15058224,shared_tap,1334,4031
KiRu28544224,shared_tap,1334,4031
HaRu20514224,shared_tap,1332,4033
SoRu39076224,shared_tap,1332,4033
AkRu04682224,shared_tap,1332,4033
AmRu14583224,shared_tap,1330,4036
KiRu26530224,shared_tap,1330,4036
SoRu37696224,shared_tap,1330,4036
SoRu38863224,shared_tap,1328,4039
SoRu38051224,shared_tap,1328,4039
KiRu25360224,shared_tap,1328,4039
KiRu26565224,shared_tap,1326,4042
AkRu05850224,shared_tap,1326,4042
HaRu17984224,shared_tap,1326,4042
AmPw12349224,shared_tap,1322,4045
HaRu17698224,shared_tap,1322,4045
KiRu29768224,shared_tap,1322,4045
KiRu27518224,shared_tap,1322,4045
KiRu30342224,shared_tap,1322,4045
SoRu34780224,shared_tap,1322,4045
AkRu05104224,shared_tap,1320,4051
SoRu34935224,shared_tap,1318,4052
KiZu30873224,shared_tap,1318,4052
KiIs24067224,shared_tap,1318,4052
HaYa21363224,shared_tap,1316,4055
KiZu31232224,shared_tap,1316,4055
AkRu06157224,shared_tap,1316,4055
AmRu15569224,shared_tap,1316,4055
AmDa12263224,shared_tap,1316,4055
AmAm09698224,shared_tap,1316,4055
AkRu05266224,shared_tap,1314,4061
KiRu26872224,shared_tap,1314,4061
KiRu29277224,shared_tap,1314,4061
HaRu18908224,shared_tap,1312,4064
KiHa23105224,shared_tap,1310,4065
HaRu17062224,shared_tap,1310,4065
SoRu34725224,shared_tap,1310,4065
KiAm22142224,shared_tap,1308,4068
KiRu27003224,shared_tap,1308,4068
AkRu03842224,shared_tap,1308,4068
AkRu06550224,shared_tap,1308,4068
KiZu30923224,shared_tap,1306,4072
HaRu19261224,shared_tap,1306,4072
SoRu37483224,shared_tap,1304,4074
SoRu36203224,shared_tap,1302,4075
HaRu18817224,shared_tap,1302,4075
KiRu25576224,shared_tap,1302,4075
SoMa34278224,shared_tap,1302,4075
HaRu17174224,shared_tap,1302,4075
AkLu02176224,shared_tap,1302,4075
AkRu06063224,shared_tap,1302,4075
AkRu07547224,shared_tap,1302,4075
AkRu04622224,shared_tap,1300,4083
AkRu08809224,shared_tap,1300,4083
HaRu17096224,shared_tap,1300,4083
SoRu37367224,shared_tap,1300,4083
KiRu29069224,shared_tap,1300,4083
KiRu25435224,shared_tap,1298,4088
KiRu27986224,shared_tap,1296,4089
KiRu27664224,shared_tap,1296,4089
AkRu03655224,shared_tap,1296,4089
HaRu17708224,shared_tap,1296,4089
AmAb09216224,shared_tap,1296,4089
AmAs10044224,shared_tap,1296,4089
AkRu06240224,shared_tap,1294,4095
AkRu02836224,shared_tap,1294,4095
KiZu30981224,shared_tap,1294,4095
KiRu27134224,shared_tap,1294,4095
KiRu26760224,shared_tap,1292,4099
AmAs10170224,shared_tap,1292,4099
SoRu35071224,shared_tap,1292,4099
HaRu18949224,shared_tap,1290,4102
AkRu06843224,shared_tap,1290,4102
AkRu05009224,shared_tap,1290,4102
AmAs10411224,shared_tap,1290,4102
AkRu02701224,shared_tap,1288,4106
AkRu02821224,shared_tap,1288,4106
AkRu05323224,shared_tap,1286,4108
AmDa12195224,shared_tap,1286,4108
SoRu38329224,shared_tap,1286,4108
HaRu20024224,shared_tap,1286,4108
KiRu29099224,shared_tap,1286,4108
HaRu20438224,shared_tap,1286,4108
KiRu26488224,shared_tap,1284,4114
AmAs10755224,shared_tap,1282,4115
AmBe10965224,shared_tap,1282,4115
SoRu38449224,shared_tap,1282,4115
SoRu35333224,shared_tap,1282,4115
SoRu35525224,shared_tap,1280,4119
SoRu35318224,shared_tap,1280,4119
AmPw12577224,shared_tap,1280,4119
HaAm15894224,shared_tap,1280,4119
AmRu13638224,shared_tap,1278,4123
KiRu27335224,shared_tap,1278,4123
SoRu35867224,shared_tap,1278,4123
SoRu38477224,shared_tap,1276,4126
HaRu19904224,shared_tap,1276,4126
KiRu30247224,shared_tap,1274,4128
AkRu05383224,shared_tap,1274,4128
AmBe10997224,shared_tap,1274,4128
AkRu03843224,shared_tap,1272,4131
AmBe11197224,shared_tap,1272,4131
HaRu18267224,shared_tap,1272,4131
HaRu17656224,shared_tap,1272,4131
AkRu07907224,shared_tap,1272,4131
HaRu20631224,shared_tap,1272,4131
SoRu35063224,shared_tap,1272,4131
KiHa23404224,shared_tap,1270,4138
KiRu29051224,shared_tap,1268,4139
KiZu30771224,shared_tap,1268,4139
AkRu04187224,shared_tap,1268,4139
AkRu08344224,shared_tap,1268,4139
HaRu17119224,shared_tap,1268,4139
AmAs10433224,shared_tap,1268,4139
SoRu39447224,shared_tap,1266,4145
KiZu30918224,shared_tap,1264,4146
KiRu29715224,shared_tap,1264,4146
KiZu31258224,shared_tap,1264,4146
HaRu18699224,shared_tap,1264,4146
AmPw12446224,shared_tap,1264,4146
AkRu03944224,shared_tap,1262,4151
AmDa11647224,shared_tap,1262,4151
HaRu19944224,shared_tap,1262,4151
KiRu28038224,shared_tap,1262,4151
AmAs10336224,shared_tap,1260,4155
AkRu03697224,shared_tap,1260,4155
AmAs10864224,shared_tap,1258,4157
AkLu02533224,shared_tap,1258,4157
SoBa31895224,shared_tap,1258,4157
KiHa23424224,shared_tap,1258,4157
SoCh31996224,shared_tap,1256,4161
SoRu37001224,shared_tap,1256,4161
AmAm09370224,shared_tap,1256,4161
AmAb09021224,shared_tap,1256,4161
AmAs10374224,shared_tap,1256,4161
AmPw12711224,shared_tap,1254,4166
AkRu08691224,shared_tap,1254,4166
KiRu25271224,shared_tap,1254,4166
HaZa21799224,shared_tap,1254,4166
SoRu39093224,shared_tap,1254,4166
HaRu17272224,shared_tap,1252,4171
AmRu14034224,shared_tap,1252,4171
SoMa34581224,shared_tap,1252,4171
KiZu31385224,shared_tap,1252,4171
HaRu18793224,shared_tap,1250,4175
SoRu35854224,shared_tap,1250,4175
KiRu26822224,shared_tap,1248,4177
SoIl32810224,shared_tap,1248,4177
AmPw12491224,shared_tap,1246,4179
AmRu13543224,shared_tap,1246,4179
AmRu13098224,shared_tap,1246,4179
AkRu04557224,shared_tap,1244,4182
SoRu35253224,shared_tap,1244,4182
KiRu26039224,shared_tap,1244,4182
KiRu26459224,shared_tap,1244,4182
KiRu27320224,shared_tap,1242,4186
AmAs10894224,shared_tap,1242,4186
AmDa12085224,shared_tap,1240,4188
SoRu38271224,shared_tap,1240,4188
SoRu36921224,shared_tap,1238,4190
KiRu27723224,shared_tap,1238,4190
AkRu04158224,shared_tap,1236,4192
AkRu05860224,shared_tap,1236,4192
AmDa11594224,shared_tap,1236,4192
AmPw12525224,shared_tap,1234,4195
KiZu31382224,shared_tap,1234,4195
KiRu26953224,shared_tap,1234,4195
KiRu26285224,shared_tap,1232,4198
KiRu30627224,shared_tap,1230,4199
AmAb09331224,shared_tap,1230,4199
AmDa12084224,shared_tap,1228,4201
AmAb09164224,shared_tap,1228,4201
SoRu38026224,shared_tap,1228,4201
KiHa23008224,shared_tap,1228,4201
HaRu20216224,shared_tap,1228,4201
KiRu28721224,shared_tap,1226,4206
AkRu04009224,shared_tap,1226,4206
AkRu07649224,shared_tap,1226,4206
AkRu02781224,shared_tap,1226,4206
HaRu17493224,shared_tap,1224,4210
AkRu07411224,shared_tap,1224,4210
HaRu18197224,shared_tap,1224,4210
AkRu03968224,shared_tap,1222,4213
AkRu03032224,shared_tap,1222,4213
HaRu20210224,shared_tap,1222,4213
AkRu06903224,shared_tap,1220,4216
AkRu05631224,shared_tap,1218,4217
AkRu03759224,shared_tap,1216,4218
AkRu06251224,shared_tap,1216,4218
HaRu19641224,shared_tap,1216,4218
HaRu19381224,shared_tap,1216,4218
SoRu36654224,shared_tap,1216,4218
SoRu34887224,shared_tap,1216,4218
KiIs23949224,shared_tap,1214,4224
KiRu25897224,shared_tap,1212,4225
AmRu13626224,shared_tap,1212,4225
SoRu35740224,shared_tap,1212,4225
KiRu28278224,shared_tap,1210,4228
SoMa34062224,shared_tap,1210,4228
HaRu18609224,shared_tap,1208,4230
KiRu27253224,shared_tap,1208,4230
HaZa21880224,shared_tap,1208,4230
KiRu25904224,shared_tap,1206,4233
KiRu27759224,shared_tap,1206,4233
SoRu38709224,shared_tap,1206,4233
AmPw12358224,shared_tap,1206,4233
HaRu17803224,shared_tap,1206,4233
KiRu27873224,shared_tap,1204,4238
KiZu30960224,shared_tap,1204,4238
KiAm22332224,shared_tap,1204,4238
SoRu37766224,shared_tap,1204,4238
SoRu37841224,shared_tap,1202,4242
AkRu08758224,shared_tap,1202,4242
AmPw12705224,shared_tap,1202,4242
KiZu30939224,shared_tap,1202,4242
HaRu18610224,shared_tap,1202,4242
HaRu18975224,shared_tap,1200,4247
KiRu26252224,shared_tap,1198,4248
KiRu28574224,shared_tap,1198,4248
AmPw12773224,shared_tap,1198,4248
AmAs10595224,shared_tap,1196,4251
AkRu05633224,shared_tap,1194,4252
AkRu07955224,shared_tap,1194,4252
AkRu06811224,shared_tap,1194,4252
SoRu38320224,shared_tap,1194,4252
KiRu30116224,shared_tap,1194,4252
KiZu30913224,shared_tap,1192,4257
KiZu30885224,shared_tap,1192,4257
SoMa33974224,shared_tap,1192,4257
AmRu13350224,shared_tap,1192,4257
AkRu06973224,shared_tap,1190,4261
AkRu05414224,shared_tap,1190,4261
AmPw12355224,shared_tap,1190,4261
AkRu02863224,shared_tap,1190,4261
AkRu08408224,shared_tap,1188,4265
SoRu36321224,shared_tap,1188,4265
SoRu37331224,shared_tap,1186,4267
HaRu20866224,shared_tap,1186,4267
KiIs23986224,shared_tap,1186,4267
AkRu03936224,shared_tap,1184,4270
AmRu13622224,shared_tap,1184,4270
AkRu08857224,shared_tap,1184,4270
AmAb09295224,shared_tap,1182,4273
AkKi01225224,shared_tap,1182,4273
AkRu02681224,shared_tap,1182,4273
AmRu12882224,shared_tap,1182,4273
SoRu36576224,shared_tap,1182,4273
KiRu29561224,shared_tap,1182,4273
KiRu26009224,shared_tap,1180,4279
AkRu04095224,shared_tap,1180,4279
AkRu04272224,shared_tap,1180,4279
AkRu04668224,shared_tap,1178,4282
AkRu04876224,shared_tap,1178,4282
AmAm09906224,shared_tap,1178,4282
SoRu39117224,shared_tap,1178,4282
SoRu38134224,shared_tap,1176,4286
KiZu31003224,shared_tap,1174,4287
AkRu06970224,shared_tap,1172,4288
AmRu13519224,shared_tap,1170,4289
AkRu05572224,shared_tap,1170,4289
AmAs10506224,shared_tap,1170,4289
HaDe16428224,shared_tap,1170,4289
SoRu38074224,shared_tap,1170,4289
KiRu30011224,shared_tap,1170,4289
AkRu07315224,shared_tap,1168,4295
AkRu07432224,shared_tap,1166,4296
KiRu27124224,shared_tap,1166,4296
AkRu03668224,shared_tap,1164,4298
SoRu38968224,shared_tap,1164,4298
KiRu26107224,shared_tap,1162,4300
AkRu03049224,shared_tap,1162,4300
AkRu06047224,shared_tap,1160,4302
HaRu19595224,shared_tap,1160,4302
HaRu20098224,shared_tap,1160,4302
SoRu36788224,shared_tap,1158,4305
AkRu08831224,shared_tap,1158,4305
AkRu07635224,shared_tap,1158,4305
AmRu13734224,shared_tap,1156,4308
AkRu07040224,shared_tap,1156,4308
HaRu18253224,shared_tap,1156,4308
KiRu25901224,shared_tap,1156,4308
KiRu28981224,shared_tap,1154,4312
HaRu20402224,shared_tap,1154,4312
KiRu30580224,shared_tap,1154,4312
KiZu30777224,shared_tap,1154,4312
KiRu30476224,shared_tap,1154,4312
AmBe11012224,shared_tap,1154,4312
HaRu18240224,shared_tap,1152,4318
KiRu29589224,shared_tap,1152,4318
SoRu34826224,shared_tap,1152,4318
SoRu38250224,shared_tap,1150,4321
AkRu04679224,shared_tap,1150,4321
AkRu03916224,shared_tap,1150,4321
KiRu25351224,shared_tap,1150,4321
KiRu29853224,shared_tap,1148,4325
KiRu30549224,shared_tap,1148,4325
KiRu27880224,shared_tap,1146,4327
KiZu31071224,shared_tap,1146,4327
KiIs23820224,shared_tap,1146,4327
KiRu27590224,shared_tap,1144,4330
SoRu37181224,shared_tap,1144,4330
SoRu36199224,shared_tap,1142,4332
AkRu05694224,shared_tap,1142,4332
AkRu08311224,shared_tap,1140,4334
AmBe11321224,shared_tap,1140,4334
AmRu12976224,shared_tap,1140,4334
AkRu05204224,shared_tap,1140,4334
AkRu07332224,shared_tap,1140,4334
AkRu04672224,shared_tap,1140,4334
AmAb09142224,shared_tap,1140,4334
KiRu30589224,shared_tap,1140,4334
SoIl32877224,shared_tap,1138,4342
KiRu30502224,shared_tap,1138,4342
SoRu38245224,shared_tap,1138,4342
SoRu38133224,shared_tap,1136,4345
SoRu39625224,shared_tap,1136,4345
SoRu38531224,shared_tap,1136,4345
KiRu28357224,shared_tap,1136,4345
KiRu29636224,shared_tap,1134,4349
AkRu08834224,shared_tap,1134,4349
SoRu37850224,shared_tap,1134,4349
AmRu14250224,shared_tap,1132,4352
AkRu07854224,shared_tap,1130,4353
KiRu26096224,shared_tap,1130,4353
SoRu38593224,shared_tap,1130,4353
AkRu08769224,shared_tap,1128,4356
AkRu05354224,shared_tap,1128,4356
KiRu25483224,shared_tap,1128,4356
KiRu25950224,shared_tap,1126,4359
KiRu30074224,shared_tap,1126,4359
AmAs10923224,shared_tap,1126,4359
AmAb09119224,shared_tap,1126,4359
AmAs10558224,shared_tap,1124,4363
HaRu17132224,shared_tap,1124,4363
AmRu13562224,shared_tap,1124,4363
HaRu19240224,shared_tap,1124,4363
KiRu28366224,shared_tap,1124,4363
KiRu28151224,shared_tap,1124,4363
HaRu20166224,shared_tap,1122,4369
KiRu29873224,shared_tap,1122,4369
KiHa23028224,shared_tap,1122,4369
AmAb09004224,shared_tap,1122,4369
AmAs10122224,shared_tap,1122,4369
AmDa11997224,shared_tap,1122,4369
SoRu35789224,shared_tap,1120,4375
HaRu20260224,shared_tap,1120,4375
KiZu30850224,shared_tap,1118,4377
KiRu25786224,shared_tap,1118,4377
KiRu29161224,shared_tap,1118,4377
KiZu31251224,shared_tap,1116,4380
AkRu05898224,shared_tap,1114,4381
AkRu04275224,shared_tap,1114,4381
AmRu12843224,shared_tap,1114,4381
AmRu13720224,shared_tap,1112,4384
SoMa34411224,shared_tap,1112,4384
SoRu37901224,shared_tap,1112,4384
SoRu35414224,shared_tap,1108,4387
SoRu36039224,shared_tap,1108,4387
SoRu37095224,shared_tap,1108,4387
SoRu39396224,shared_tap,1108,4387
AkRu05159224,shared_tap,1108,4387
AkRu03538224,shared_tap,1108,4387
AmAs10745224,shared_tap,1108,4387
KiIs23613224,shared_tap,1108,4387
KiRu25615224,shared_tap,1106,4395
AkRu08111224,shared_tap,1106,4395
AkRu08666224,shared_tap,1106,4395
AmDa11808224,shared_tap,1104,4398
SoRu35571224,shared_tap,1104,4398
AkRu06959224,shared_tap,1102,4400
AmBe11292224,shared_tap,1102,4400
AkRu03623224,shared_tap,1102,4400
AkRu05339224,shared_tap,1102,4400
AkRu06029224,shared_tap,1102,4400
KiZu31417224,shared_tap,1100,4405
KiRu27643224,shared_tap,1100,4405
HaRu20295224,shared_tap,1098,4407
KiRu28994224,shared_tap,1098,4407
SoIl32392224,shared_tap,1098,4407
SoRu38334224,shared_tap,1098,4407
AmRu15514224,shared_tap,1096,4411
HaRu17246224,shared_tap,1092,4412
AkRu07193224,shared_tap,1092,4412
HaRu18587224,shared_tap,1092,4412
KiRu28122224,shared_tap,1092,4412
HaRu19673224,shared_tap,1090,4416
AkRu02916224,shared_tap,1090,4416
HaRu18460224,shared_tap,1090,4416
SoRu34844224,shared_tap,1090,4416
HaRu17232224,shared_tap,1088,4420
AmAm09552224,shared_tap,1088,4420
AkRu08182224,shared_tap,1088,4420
KiRu28085224,shared_tap,1086,4423
HaRu18660224,shared_tap,1086,4423
KiRu28235224,shared_tap,1086,4423
KiRu27490224,shared_tap,1086,4423
KiHa23379224,shared_tap,1086,4423
AkRu06087224,shared_tap,1084,4428
HaRu18347224,shared_tap,1082,4429
HaRu17989224,shared_tap,1082,4429
AmAb09261224,shared_tap,1080,4431
AkRu06131224,shared_tap,1080,4431
SoRu39605224,shared_tap,1080,4431
SoRu35033224,shared_tap,1078,4434
KiRu28869224,shared_tap,1078,4434
SoRu39634224,shared_tap,1076,4436
HaRu18482224,shared_tap,1076,4436
AmRu14291224,shared_tap,1072,4438
HaYa21529224,shared_tap,1072,4438
KiRu29689224,shared_tap,1072,4438
KiRu30233224,shared_tap,1072,4438
KiHa22764224,shared_tap,1070,4442
KiRu27180224,shared_tap,1070,4442
HaRu17509224,shared_tap,1070,4442
AkRu05916224,shared_tap,1070,4442
AkRu08828224,shared_tap,1068,4446
HaRu20456224,shared_tap,1068,4446
HaRu20628224,shared_tap,1068,4446
KiRu29471224,shared_tap,1068,4446
SoRu34667224,shared_tap,1066,4450
HaRu20349224,shared_tap,1066,4450
KiRu28524224,shared_tap,1066,4450
AkRu05749224,shared_tap,1066,4450
HaRu17498224,shared_tap,1066,4450
AkRu05829224,shared_tap,1064,4455
AmDa11962224,shared_tap,1064,4455
AmAb09169224,shared_tap,1064,4455
AkRu02750224,shared_tap,1064,4455
AmDa12004224,shared_tap,1064,4455
SoRu38549224,shared_tap,1064,4455
SoRu34954224,shared_tap,1062,4461
KiRu27994224,shared_tap,1062,4461
HaRu20467224,shared_tap,1062,4461
SoRu37625224,shared_tap,1060,4464
HaRu18400224,shared_tap,1060,4464
